state,price,name,fuel_type,transmmision,make,model,year,condition,millage,engine_size
Rivers State,2475000,Hyundai Sonata 2011 Blue,Petrol,Automatic,Hyundai,Sonata,2011,Nigerian Used,100583,2400
Lagos State,6167812,Toyota Venza 2009 Gray,Petrol,Automatic,Toyota,Venza,2009,Nigerian Used,339955,3500
Oyo State,2812500,Infiniti FX35 2006 Silver,Petrol,Automatic,Infiniti,FX35,2006,Nigerian Used,1621432,3500
Lagos State,3298500,Toyota Camry 2009 Gray,Petrol,Automatic,Toyota,Camry,2009,Nigerian Used,107942,2400
Lagos State,787500,Honda Accord 2002 Silver,Petrol,Automatic,Honda,Accord,2002,Nigerian Used,207663,
Lagos State,3375000,Honda Accord Crosstour 2010 White,Petrol,Automatic,Honda,Accord Crosstour,2010,Nigerian Used,28295,3500
Lagos State,2655000,Honda CR-V 2008 Black,Petrol,Automatic,Honda,CR-V,2008,Nigerian Used,498536,24000
Lagos State,4207500,Land Rover Range Rover Sport 2008 Blue,Petrol,Automatic,Land Rover,Range Rover Sport,2008,Nigerian Used,99622,4400
Lagos State,4207500,Land Rover Range Rover Sport 2008 Blue,Petrol,Automatic,Land Rover,Range Rover Sport,2008,Nigerian Used,99622,4400
Lagos State,5625000,Mercedes-Benz M Class 2008 Gray,Petrol,Automatic,Mercedes-Benz,M Class,2008,Nigerian Used,125899,3500
Oyo State,2362500,Toyota Camry 2002 Silver,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,169807,3000
Lagos State,1665000,Honda Accord 2007 Gray,Petrol,Automatic,Honda,Accord,2007,Nigerian Used,295086,3000
Lagos State,5625000,Nissan Qashqai 2013 Red,Petrol,Automatic,Nissan,Qashqai,2013,Nigerian Used,87080,2000
Lagos State,3487500,Toyota Highlander 2005 Red,Petrol,Automatic,Toyota,Highlander,2005,Nigerian Used,104826,3300
Abuja (FCT),2700000,Mercedes-Benz E320 2004 Black,Petrol,Automatic,Mercedes-Benz,E320,2004,Nigerian Used,225855,3000
Lagos State,1237500,Honda Accord 2004 Gray,Petrol,Automatic,Honda,Accord,2004,Nigerian Used,235281,2400
Lagos State,1687500,Honda Civic Hybrid 2006 Silver,Petrol,Automatic,Honda,Civic,2006,Nigerian Used,283506,1300
Oyo State,5287500,Nissan Frontier 2007 Gray,Petrol,Automatic,Nissan,Frontier,2007,Foreign Used,290210,4000
Rivers State,2418750,Ford Edge 2010 Black,Petrol,Automatic,Ford,Edge,2010,Nigerian Used,148633,3500
Lagos State,3150000,Toyota Highlander 2005 Red,Petrol,Automatic,Toyota,Highlander,2005,Nigerian Used,342908,2400
Ondo State,7312500,Toyota Camry 2012 Black,Petrol,Automatic,Toyota,Camry,2012,Foreign Used,323850,2500
Abuja (FCT),6412500,Lexus RX 350 2009 Gray,Petrol,Automatic,Lexus,RX 350,2009,Nigerian Used,83349,3300
Lagos State,7875000,Toyota Highlander 2011 Gray,Petrol,Automatic,Toyota,Highlander,2011,Nigerian Used,306820,3500
Lagos State,4837500,Lexus RX 350 2008 Red,Petrol,Automatic,Lexus,RX,2008,Nigerian Used,121854,3500
Abuja (FCT),3420000,Hyundai Elantra 2014 Silver,Petrol,Automatic,Hyundai,Elantra,2014,Nigerian Used,79923,2000
Oyo State,4275000,Mercedes-Benz E350 2007 White,Petrol,Automatic,Mercedes-Benz,E350,2007,Foreign Used,283018,3500
Imo State,2520000,Lexus ES 330 Sedan 2004 Red,Petrol,Automatic,Lexus,ES,2004,Nigerian Used,359323,3300
Oyo State,2812500,Pontiac Vibe 2008 White,Petrol,Automatic,Pontiac,Vibe,2008,Nigerian Used,141620,1800
Lagos State,11250000,Toyota Sequoia 2011 Black,Petrol,Automatic,Toyota,Sequoia,2011,Nigerian Used,139867,5700
Lagos State,3825000,Lexus RX 330 2004 Gray,Petrol,Automatic,Lexus,RX 330,2004,Nigerian Used,109133,3300
Lagos State,2475000,Ford Explorer 2008 Teal,Petrol,Automatic,Ford,Explorer,2008,Nigerian Used,401448,4600
Delta State,2812500,Lexus GS 2008 Blue,Petrol,Automatic,Lexus,GS,2008,Nigerian Used,255193,3500
Lagos State,4162500,Lexus RX 350 2007 Blue,Petrol,Automatic,Lexus,RX 350,2007,Nigerian Used,122987,3500
Delta State,2340000,Ford Edge 2008 Black,Petrol,Automatic,Ford,Edge,2008,Nigerian Used,319624,3500
Oyo State,2812500,Volkswagen Transporter 2000 White,Petrol,Manual,Volkswagen,Transporter,2000,Nigerian Used,246979,2500
Lagos State,3262500,Toyota Camry 2007 Black,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,194633,2400
Kaduna State,1800000,Peugeot 406 Break 2.2 HDi 2004 Gray,Petrol,Manual,Peugeot,406,2004,Nigerian Used,232963,2000
Abuja (FCT),3937500,Toyota Corolla 2011 Black,Petrol,Manual,Toyota,Corolla,2011,Nigerian Used,183618,1800
Imo State,4005000,Lexus ES 350 2008 White,Petrol,Automatic,Lexus,ES,2008,Nigerian Used,230624,3500
Kwara State,1125000,Mazda 626 2000 Gray,Petrol,Automatic,Mazda,626,2000,Nigerian Used,427836,2000
Kaduna State,2925000,Opel Zafira 2003 Red,Petrol,Manual,Opel,Zafira,2003,Foreign Used,197005,2400
Lagos State,1687500,Mazda MPV 2005 Gold,Petrol,Automatic,Mazda,MPV,2005,Nigerian Used,331192,3000
Lagos State,2587500,Volkswagen Passat 2010 Black,Petrol,Automatic,Volkswagen,Passat,2010,Nigerian Used,117015,2000
Imo State,1434375,Toyota Camry 2002 Silver,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,414170,2200
Ogun State,5400000,Lexus RX 350 2007 Gold,Petrol,Automatic,Lexus,RX 350,2007,Nigerian Used,226353,3500
Lagos State,3633750,Hyundai Veracruz 2008 Silver,Petrol,Automatic,Hyundai,Veracruz,2008,Nigerian Used,163295,3800
Lagos State,2086873,Toyota Corolla 2006 Black,Petrol,Automatic,Toyota,Corolla,2006,Nigerian Used,304696,1800
Abuja (FCT),2250000,Lexus RX 300 2000 Black,Petrol,Automatic,Lexus,RX 300,2000,Nigerian Used,262463,
Lagos State,2137500,Toyota RAV4 2004 Gray,Petrol,Automatic,Toyota,RAV4,2004,Nigerian Used,2400,
Lagos State,3150000,Hyundai Elantra 2011 Red,Petrol,Automatic,Hyundai,Elantra,2011,Nigerian Used,165865,1800
Abuja (FCT),2700000,Toyota Yaris 2011 Gray,Petrol,Manual,Toyota,Yaris,2011,Nigerian Used,164192,1000
Lagos State,3037500,Toyota Corolla 2009 Gold,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,214315,1800
Lagos State,3543750,Toyota Corolla 2013 Silver,Petrol,Automatic,Toyota,Corolla,2013,Nigerian Used,329377,1800
Lagos State,2086873,Toyota Corolla 2006 Black,Petrol,Automatic,Toyota,Corolla,2006,Nigerian Used,304696,1800
Kaduna State,2700000,Opel Zafira 2003 Silver,Petrol,Automatic,Opel,Zafira,2003,Foreign Used,234195,2400
Abuja (FCT),2700000,Toyota Yaris 2011 Gray,Petrol,Manual,Toyota,Yaris,2011,Nigerian Used,164192,1000
Lagos State,10125000,Lexus ES 2013 Black,Petrol,Automatic,Lexus,ES,2013,Nigerian Used,145949,3500
Lagos State,1919531,Toyota Camry 2005 Gold,Petrol,Automatic,Toyota,Camry,2005,Nigerian Used,132410,2400
Lagos State,1462500,Toyota Camry 2004 White,Petrol,Automatic,Toyota,Camry,2004,Nigerian Used,212883,2400
Lagos State,2812500,Toyota Camry 2002 Gray,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,192336,2400
Lagos State,1800000,Nissan Xterra 2002 Black,Petrol,Automatic,Nissan,Xterra,2002,Nigerian Used,407782,3300
Lagos State,3037500,Hyundai Elantra 2009 Blue,Petrol,Automatic,Hyundai,Elantra,2009,Nigerian Used,122594,2000
Lagos State,1912500,Nissan Sentra 2.0 SL 2010 Green,Petrol,Automatic,Nissan,Sentra,2010,Nigerian Used,292066,2000
Lagos State,3037500,Honda Pilot 2007 Black,Petrol,Automatic,Honda,Pilot,2007,Nigerian Used,206660,3500
Abuja (FCT),1125000,Honda Civic 2003 Gold,Petrol,Automatic,Honda,Civic,2003,Nigerian Used,172218,1800
Abuja (FCT),1000000,Honda Accord 2003 White,Petrol,Automatic,Honda,Accord,2003,Nigerian Used,171474,2400
Lagos State,1050000,Nissan Murano 2005 Silver,Petrol,Automatic,Nissan,Murano,2005,Nigerian Used,246219,3500
Lagos State,2835000,Acura MDX 2010 Gray,Petrol,Automatic,Acura,MDX,2010,Nigerian Used,92379,3700
Lagos State,4725000,Toyota Corolla 2015 Silver,Petrol,Automatic,Toyota,Corolla,2015,Nigerian Used,164714,1800
Abuja (FCT),2835000,Land Rover Range Rover Sport 4.2 V8 SC 2008 Black,Petrol,Automatic,Land Rover,Range Rover Sport,2008,Nigerian Used,114768,4400
Lagos State,2310000,Acura MDX 2007 White,Petrol,Automatic,Acura,MDX,2007,Nigerian Used,122323,3700
Lagos State,6240000,Toyota Highlander 2008 Blue,Petrol,Automatic,Toyota,Highlander,2008,Nigerian Used,126214,3500
Oyo State,2100000,Toyota Highlander 2005 Black,Petrol,Automatic,Toyota,Highlander,2005,Nigerian Used,336820,3300
Lagos State,2625000,Hyundai Sonata 2011 Black,Petrol,Automatic,Hyundai,Sonata,2011,Nigerian Used,216720,2400
Oyo State,2625000,BMW 328i 2007 Blue,Petrol,Automatic,BMW,328i,2007,Nigerian Used,302404,3000
Lagos State,4264000,Lexus RX 330 2004 Gray,Petrol,Automatic,Lexus,RX 330,2004,Nigerian Used,133057,3300
Anambra State,2310000,Dodge Charger RT 2006 Gray,Petrol,Automatic,Dodge,Charger,2006,Nigerian Used,176322,5700
Lagos State,4326000,Lexus RX 350 2009 Gray,Petrol,Automatic,Lexus,RX 350,2009,Nigerian Used,166268,3500
Lagos State,2835000,Toyota Camry 2011 Gray,Petrol,Automatic,Toyota,Camry,2011,Nigerian Used,246023,2500
Edo State,3785000,Toyota Land Cruiser Prado 2007 Black,Petrol,Automatic,Toyota,Land Cruiser Prado,2007,Nigerian Used,174449,4000
Lagos State,4160000,Kia Cerato 2014 Matt Black,Petrol,Automatic,Kia,Cerato,2014,Nigerian Used,72407,1600
Lagos State,2310000,Toyota Avalon Limited 2005 Gray,Petrol,Automatic,Toyota,Avalon,2005,Nigerian Used,3500,
Oyo State,2500000,Toyota Avalon 2005 Silver,Petrol,Automatic,Toyota,Avalon,2005,Nigerian Used,182106,3500
Lagos State,8400000,Honda HR-V 2019 Silver,Petrol,Automatic,Honda,HR-V,2019,Nigerian Used,57091,2400
Oyo State,3150000,Acura TSX 2011 Black,Petrol,Automatic,Acura,TSX,2011,Nigerian Used,119247,2400
Edo State,3675000,Lexus ES 2008 Red,Petrol,Automatic,Lexus,ES,2008,Nigerian Used,272858,3500
Oyo State,1890000,Opel Zafira 2003 Silver,Petrol,Automatic,Opel,Zafira,2003,Nigerian Used,244239,1800
Oyo State,2940000,Pontiac Vibe 2010 Gray,Petrol,Automatic,Pontiac,Vibe,2010,Nigerian Used,297639,1800
Lagos State,8190000,Land Rover Range Rover Sport 2013 Black,Petrol,Automatic,Land Rover,Range Rover Sport,2013,Nigerian Used,81110,5000
Lagos State,3045000,Land Rover Lr3 2008 Black,Petrol,Automatic,Land Rover,Lr3,2008,Nigerian Used,104053,4700
Abuja (FCT),4410000,Mercedes-Benz M Class ML 350 4Matic 2011 White,Petrol,Automatic,Mercedes-Benz,M Class,2011,Nigerian Used,189261,3500
Lagos State,2310000,Lexus RX 300 2000 Black,Petrol,Automatic,Lexus,RX 300,2000,Nigerian Used,286710,3000
Lagos State,2310000,Volkswagen Tiguan 2014 Silver,Petrol,Automatic,Volkswagen,Tiguan,2014,Nigerian Used,44780,2400
Lagos State,1554000,Nissan Pathfinder 2005 Beige,Petrol,Automatic,Nissan,Pathfinder,2005,Nigerian Used,215432,3800
Edo State,2100000,Lexus ES 2005 Gray,Petrol,Automatic,Lexus,ES,2005,Nigerian Used,341471,3300
Lagos State,1995000,Mitsubishi Grandis 2010 Blue,Petrol,Automatic,Mitsubishi,Grandis,2010,Nigerian Used,305935,2400
Lagos State,4515000,Toyota Sienna 2005 White,Petrol,Automatic,Toyota,Sienna,2005,Foreign Used,407013,3300
Oyo State,3255000,Lexus IS 250 2008 Silver,Petrol,Automatic,Lexus,IS,2008,Nigerian Used,132070,2500
Oyo State,3250000,Toyota Corolla 2009 Silver,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,216672,1800
Lagos State,4200000,Nissan X-Trail 2010 Gray,Petrol,Automatic,Nissan,X-Trail,2010,Nigerian Used,113834,2500
Abuja (FCT),1449000,Peugeot 607 2002 Black,Petrol,Automatic,Peugeot,607,2002,Nigerian Used,305112,2200
Lagos State,2600000,Toyota Camry 2006 Gray,Petrol,Automatic,Toyota,Camry,2006,Nigerian Used,114361,2400
Lagos State,2080000,Honda Pilot 2004 Teal,Petrol,Automatic,Honda,Pilot,2004,Nigerian Used,101824,3500
Lagos State,8505000,Mitsubishi Pajero 2015 Black,Petrol,Automatic,Mitsubishi,Pajero,2015,Nigerian Used,78561,3500
Akwa Ibom State,7350000,Mercedes-Benz CLA-Class Base CLA 250 FWD 2016 White,Petrol,Automatic,Mercedes-Benz,CLA-Class,2016,Nigerian Used,68232,2000
Lagos State,2100000,Honda Pilot 2007 Silver,Petrol,Automatic,Honda,Pilot,2007,Nigerian Used,182914,3500
Lagos State,6032000,Toyota Highlander 2008 Black,Petrol,Automatic,Toyota,Highlander,2008,Nigerian Used,105101,3500
Lagos State,3360000,Peugeot 301 2017 Black,Petrol,Automatic,Peugeot,301,2017,Nigerian Used,206417,1900
Lagos State,7350000,Land Rover Range Rover Evoque Pure 2012 Gray,Petrol,Automatic,Land Rover,Range Rover Evoque,2012,Nigerian Used,55749,2000
Lagos State,4410000,Mercedes-Benz M Class 2009 Silver,Petrol,Automatic,Mercedes-Benz,M Class,2009,Nigerian Used,203344,3500
Lagos State,2730000,Ford Edge 2008 Black,Petrol,Automatic,Ford,Edge,2008,Foreign Used,202690,3500
Lagos State,2677500,Toyota Previa 2002 Blue,Petrol,Automatic,Toyota,Previa,2002,Foreign Used,156983,2400
Lagos State,3780000,Toyota Highlander 2009 Gold,Petrol,Automatic,Toyota,Highlander,2009,Nigerian Used,118181,3500
Abuja (FCT),3150000,Jaguar S-Type 2008 Green,Petrol,Automatic,Jaguar,S-Type,2008,Foreign Used,52845,3000
Abuja (FCT),2415000,Toyota Matrix 2006 Silver,Petrol,Automatic,Toyota,Matrix,2006,Nigerian Used,198277,1800
Abuja (FCT),5670000,Mercedes-Benz E350 2010 Black,Petrol,Automatic,Mercedes-Benz,E350,2010,Nigerian Used,3500,
Lagos State,2719500,Lexus GS 2008 Black,Petrol,Automatic,Lexus,GS,2008,Nigerian Used,213542,3800
Lagos State,3150000,Ford Escape 2014 Black,Petrol,Automatic,Ford,Escape,2014,Nigerian Used,134712,1600
Oyo State,2835000,Toyota Camry 2007 Green,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,90475,3500
Oyo State,3432000,Toyota Camry 2009 Silver,Petrol,Automatic,Toyota,Camry,2009,Nigerian Used,104585,2400
Oyo State,2835000,Mercedes-Benz CLK 2007 Blue,Petrol,Automatic,Mercedes-Benz,CLK,2007,Nigerian Used,109804,3500
Kwara State,3043000,Kia Optima 2012 Purple,Petrol,Automatic,Kia,Optima,2012,Nigerian Used,172595,2000
Abuja (FCT),5040000,Toyota Camry 2012 White,Petrol,Automatic,Toyota,Camry,2012,Nigerian Used,335957,2500
Lagos State,36960000,Mercedes-Benz G-Class 2020 Red,Petrol,Automatic,Mercedes-Benz,G-Class,2020,Nigerian Used,69109,2000
Lagos State,6300000,Honda Accord 2014 Silver,Petrol,Automatic,Honda,Accord,2014,Foreign Used,71200,2400
Edo State,2310000,Lexus ES 2002 White,Petrol,Automatic,Lexus,ES,2002,Nigerian Used,405848,2400
Abuja (FCT),2100000,Toyota Highlander 2002 Blue,Petrol,Automatic,Toyota,Highlander,2002,Nigerian Used,267461,3300
Lagos State,4200000,Volkswagen Jetta 2015 Gold,Petrol,Automatic,Volkswagen,Jetta,2015,Nigerian Used,313452,2500
Oyo State,2912000,Toyota Corolla 2003 Blue,Petrol,Manual,Toyota,Corolla,2003,Foreign Used,362700,1600
Lagos State,2625000,Lexus RX 300 2000 Gold,Petrol,Automatic,Lexus,RX 300,2000,Foreign Used,305687,3300
Lagos State,2520000,Volvo S80 2008 Blue,Petrol,Automatic,Volvo,S80,2008,Foreign Used,146732,3200
Abuja (FCT),5355000,Honda CR-V 2010 Gray,Petrol,Automatic,Honda,CR-V,2010,Foreign Used,152520,2400
Edo State,2625000,Toyota Camry 2007 Black,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,149642,2400
Lagos State,2520000,Toyota Avanza 2011 Black,Petrol,Automatic,Toyota,Avanza,2011,Nigerian Used,211932,2000
Edo State,2964000,Lexus ES 2005 Silver,Petrol,Automatic,Lexus,ES,2005,Nigerian Used,211599,3300
Oyo State,3360000,Pontiac Vibe 2009 Silver,Petrol,Automatic,Pontiac,Vibe,2009,Nigerian Used,200481,2400
Lagos State,4830000,Land Rover Range Rover 2010 Gray,Petrol,Automatic,Land Rover,Range Rover,2010,Nigerian Used,93293,4700
Lagos State,5040000,Chevrolet Equinox 2011 Gray,Petrol,Automatic,Chevrolet,Equinox,2011,Foreign Used,3000,
Abuja (FCT),3780000,Lexus RX 330 2004 Blue,Petrol,Automatic,Lexus,RX 330,2004,Nigerian Used,204696,3300
Abuja (FCT),2100000,Chevrolet Malibu 2010 Brown,Petrol,Automatic,Chevrolet,Malibu,2010,Nigerian Used,291891,2400
Edo State,7770000,Lexus ES 2014 Blue,Petrol,Automatic,Lexus,ES,2014,Nigerian Used,15131,3500
Abuja (FCT),11550000,BMW 535i 2014 Silver,Petrol,Automatic,BMW,535i,2014,Foreign Used,202121,3000
Lagos State,7350000,BMW 5 Series 2011 White,Petrol,Automatic,BMW,5 Series,2011,Foreign Used,180231,4400
Kaduna State,2100000,Mercedes-Benz C-Class 2000 Silver,Petrol,Automatic,Mercedes-Benz,C-Class,2000,Nigerian Used,160932,2200
Lagos State,2646000,Lexus GS 2007 Blue,Petrol,Automatic,Lexus,GS,2007,Nigerian Used,151647,3500
Kwara State,1155000,Honda Accord 2003 Black,Petrol,Automatic,Honda,Accord,2003,Nigerian Used,229733,2400
Lagos State,78750000,Mercedes-Benz G-Class G 63 AMG 4MATIC 2018 Gray,Petrol,Automatic,Mercedes-Benz,G-Class,2018,Foreign Used,33565,5500
Abuja (FCT),4305000,Ford Explorer 2014 Black,Petrol,Automatic,Ford,Explorer,2014,Nigerian Used,158616,3500
Edo State,2080000,Toyota Camry 2002 Silver,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,461515,2400
Abuja (FCT),3675000,BMW X5 2008 White,Petrol,Automatic,BMW,X5,2008,Nigerian Used,171001,3000
Lagos State,6500000,Mercedes-Benz M Class 2011 Gray,Petrol,Automatic,Mercedes-Benz,M Class,2011,Nigerian Used,220976,3500
Lagos State,8925000,Nissan Titan 2016 Blue,Diesel,Automatic,Nissan,Titan,2016,Nigerian Used,46297,5000
Lagos State,4032000,Mercedes-Benz GL-Class 2008 Gold,Petrol,Automatic,Mercedes-Benz,GL-Class,2008,Nigerian Used,277780,4800
Lagos State,8820000,Mercedes-Benz CLA-Class 2014 Red,Petrol,Automatic,Mercedes-Benz,CLA-Class,2014,Foreign Used,166553,2000
Lagos State,4200000,Acura TSX 2010 White,Petrol,Automatic,Acura,TSX,2010,Nigerian Used,227290,2400
Lagos State,3150000,Lexus ES 2007 Gray,Petrol,Automatic,Lexus,ES,2007,Nigerian Used,65343,3500
Abuja (FCT),2940000,Volkswagen Passat 2014 Gray,Petrol,Automatic,Volkswagen,Passat,2014,Nigerian Used,191646,2000
Abuja (FCT),2100000,Honda Accord 2008 Gray,Petrol,Automatic,Honda,Accord,2008,Nigerian Used,215242,2400
Abuja (FCT),4680000,Acura MDX 2007 Blue,Petrol,Automatic,Acura,MDX,2007,Nigerian Used,84775,3700
Kaduna State,1890000,Lexus ES 330 2003 Green,Petrol,Automatic,Lexus,ES,2003,Nigerian Used,340772,3000
Edo State,1872000,Toyota Camry 2002 Gray,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,333186,2400
Lagos State,7581000,Mercedes-Benz GLK-Class 2014 Matt Black,Petrol,Automatic,Mercedes-Benz,GLK-Class,2014,Nigerian Used,62769,3500
Lagos State,1680000,Ford Focus 2009 Black,Petrol,Automatic,Ford,Focus,2009,Nigerian Used,259533,2000
Lagos State,3402000,Toyota Camry 2011 Beige,Petrol,Automatic,Toyota,Camry,2011,Nigerian Used,213452,2800
Lagos State,2625000,Hyundai Santa Fe 2008 Black,Petrol,Manual,Hyundai,Santa Fe,2008,Nigerian Used,243089,2700
Lagos State,5355000,Mercedes-Benz C300 2012 Black,Petrol,Automatic,Mercedes-Benz,C300,2012,Nigerian Used,139465,3000
Edo State,1890000,Lexus RX 300 2000 Black,Petrol,Automatic,Lexus,RX 300,2000,Nigerian Used,352682,3000
Edo State,4888000,Toyota Camry 2012 Red,Petrol,Automatic,Toyota,Camry,2012,Nigerian Used,287067,2500
Edo State,4200000,Honda Accord 2014 White,Petrol,CVT,Honda,Accord,2014,Nigerian Used,199976,2400
Abuja (FCT),1872000,Nissan Altima 2008 Beige,Petrol,Automatic,Nissan,Altima,2008,Nigerian Used,408101,1800
Lagos State,2257500,Toyota Camry 2.4 GLi Automatic 2006 Gray,Petrol,Automatic,Toyota,Camry,2006,Nigerian Used,211631,3800
Lagos State,9135000,Toyota 4-Runner 2010 Silver,Petrol,Automatic,Toyota,4-Runner,2010,Nigerian Used,175220,4000
Lagos State,3931455,Toyota Camry 2011 Silver,Petrol,Automatic,Toyota,Camry,2011,Foreign Used,130551,2800
Abuja (FCT),1995000,Acura TSX Automatic 2004 White,Petrol,Automatic,Acura,TSX,2004,Nigerian Used,280771,2400
Lagos State,1404000,Honda Accord 2.2 D 2003 Red,Petrol,Automatic,Honda,Accord,2003,Nigerian Used,97102,3000
Lagos State,1732500,Ford Explorer 2003 Black,Petrol,Automatic,Ford,Explorer,2003,Foreign Used,348128,4000
Abuja (FCT),1995000,Lexus RX 300 1999 Black,Petrol,Automatic,Lexus,RX 300,1999,Nigerian Used,243570,3000
Lagos State,10053750,Lexus RX 350 2011 White,Petrol,Automatic,Lexus,RX 350,2011,Foreign Used,182671,3500
Lagos State,2625000,Chery E5 2014 Black,Petrol,Automatic,Chery,E5,2014,Nigerian Used,15115,2800
Abuja (FCT),11000000,Mercedes-Benz C300 2016 Silver,Petrol,Automatic,Mercedes-Benz,C300,2016,Nigerian Used,33296,2000
Lagos State,3150000,Acura TL 2005 Silver,Petrol,Automatic,Acura,TL,2005,Nigerian Used,1863911,3000
Lagos State,18900000,Toyota Land Cruiser Prado 2010 Black,Petrol,CVT,Toyota,Land Cruiser Prado,2010,Foreign Used,74368,4000
Edo State,3150000,Toyota Camry 2010 Gray,Petrol,Automatic,Toyota,Camry,2010,Nigerian Used,166183,2500
Imo State,6300000,Toyota Highlander SE 2012 Silver,Petrol,Automatic,Toyota,Highlander,2012,Nigerian Used,162895,3500
Lagos State,2625000,Toyota Highlander 2004 Black,Petrol,Automatic,Toyota,Highlander,2004,Nigerian Used,201223,2400
Lagos State,3885000,Hyundai Ix35 2011 Black,Petrol,Automatic,Hyundai,Ix35,2011,Nigerian Used,135533,2000
Lagos State,2730000,Volkswagen Touareg 2010 Gray,Petrol,Automatic,Volkswagen,Touareg,2010,Nigerian Used,125382,3600
Kwara State,4200000,Kia Sportage 2016 Brown,Petrol,Automatic,Kia,Sportage,2016,Nigerian Used,17477,2000
Lagos State,2912000,Toyota Corolla 2005 Gray,Petrol,Automatic,Toyota,Corolla,2005,Nigerian Used,162334,2800
Rivers State,2808000,Mercedes-Benz M Class 2005 Ivory,Petrol,Automatic,Mercedes-Benz,M Class,2005,Nigerian Used,26979,5500
Kaduna State,2047500,Ford Galaxy 2002 Blue,Petrol,Manual,Ford,Galaxy,2002,Nigerian Used,273157,2400
Oyo State,2310000,Kia Forte 2012 Blue,Petrol,Automatic,Kia,Forte,2012,Nigerian Used,315144,2000
Lagos State,31500000,GAC GS8 2022 White,Petrol,Automatic,GAC,GS8,2022,Nigerian Used,13497,2000
Kaduna State,2310000,Jeep Commander 5.7 V8 Hemi 2006 Black,Petrol,Automatic,Jeep,Commander,2006,Nigerian Used,345431,4700
Lagos State,3675000,Land Rover Range Rover 2006 Black,Petrol,Automatic,Land Rover,Range Rover,2006,Nigerian Used,182803,4400
Lagos State,3360000,Hyundai Sonata 2011 Blue,Petrol,Automatic,Hyundai,Sonata,2011,Nigerian Used,144845,2000
Oyo State,3150000,Lexus RX 300 1999 Silver,Petrol,Automatic,Lexus,RX 300,1999,Foreign Used,152117,3000
Lagos State,1732500,Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2003 Silver,Petrol,Automatic,Honda,Pilot,2003,Nigerian Used,155170,3500
